Number of Trajectories,EVD IQL,PR IQL,PR True IQL,PR Reward IQL,Runtime IQL
1.0,10.252832468195042,0.9149763718049316,-0.07720055823951255,-0.06718300652452007,10.720614194869995
2.0,10.228952077981763,0.91429646576853,-0.08573870915504632,-0.06218914440366584,20.64221477508545
4.0,10.122969753547899,0.9148939095607963,0.02259163717931781,0.013102294528765,39.83759880065918
8.0,9.27210009629577,0.9198653129014901,0.01215370280980209,0.04849931715429957,85.04985976219177
16.0,8.269213196516326,0.9212053811509022,0.014681710225012532,0.047896382518873425,263.8276081085205
32.0,6.810507029557624,0.9207995745947101,-0.0083738515073891,0.06726005869612887,632.9996516704559
64.0,5.788266944062798,0.9276649007824479,-0.004544191936726,0.08816822402861313,1273.3978130817413
128.0,3.385554405768229,0.9436454613500574,0.03904778200526341,0.10341159123190728,2192.4300787448883
256.0,1.2111119048044006,0.9612977635494275,0.1693519286533488,0.0873196713993471,4558.190927743912
512.0,0.3649713619148359,0.9720790537269259,0.2314324322216038,0.03400137013594663,7211.51960849762
1024.0,0.1367781171721208,0.9770990695708227,0.1195753428034046,0.11919320698763486,12923.730641365051
