Number of Trajectories,EVD IAVI,PR IAVI,PR True IAVI,PR Reward IAVI,Runtime IAVI
1.0,10.251154860939256,0.9154285060846209,-0.11641123866853897,-0.07318292875593065,66.7625629901886
2.0,10.248579914152431,0.9153744145395225,-0.11011439125205001,-0.06676931256619895,73.8635401725769
4.0,9.771070920871425,0.9209585572515674,0.10756923848598701,0.0572384513358871,74.85195875167847
8.0,9.318893723643855,0.9251293542180521,0.032021874002765856,0.06832563930275841,74.6936559677124
16.0,8.780318577122848,0.9301097320691154,0.08655095072891049,0.11645845377822914,61.27960658073425
32.0,7.8898904159194645,0.9308369467364239,0.13478724104910214,0.21348146840227653,60.870927810668945
64.0,5.037352553841609,0.9422784362235653,0.126022103134862,0.16218515468778966,61.29983878135681
128.0,2.560421588543016,0.9602257270674888,0.36478593994469516,0.1972679920332758,67.91153454780579
256.0,1.080971198029474,0.9734063271167909,0.28841549492460566,0.06907984413888016,74.34085750579834
512.0,0.5578397774080988,0.9770938438280314,-0.03463366682203856,-0.10067055918277042,89.72152304649353
1024.0,0.19140950481232005,0.9783310079396216,-0.1556323159021228,-0.2661442005727625,99.34778094291687
